"AUTEUR	DATUM	PARTIJ	CONTENT";;;;
"Maarten Hijink	10-04-2020 23:13:52	SP	Maarten Hijink (@MaartenHijink): RT @NPORadio1: Worden we nationalistischer van de coronacrisis? @Robdewijk vindt van wel en stelt dat het Ieder voor zich en God voor ons allen is"". SP-Kamerlid laat zich dit niet aanleunen. Er is niks mis het voeren van een verstandige industriepolitiek”. #DIDD https://t.co/m1MY4omRma";;;;
"Thierry Baudet	10-04-2020 23:11:47	FvD	Thierry Baudet (@thierrybaudet): RT @baspaternotte: Hier heeft @thierrybaudet volledig gelijk. Zo rolt Israël qua het vergaren van testkits ---> https://t.co/RAlBhAZXv7 #zeiklozevrijdagavond";;;;
"Eppo Bruins	10-04-2020 22:53:40	ChristenUnie	Eppo Bruins (@eppobruins): RT @_basjacobs: Zie ook dit stuk van Harald Benink en Arnout Boot gister in het FD: https://t.co/0IkuLNUIBR /3";;;;
"Antje Diertens	10-04-2020 22:44:10	D66	Antje Diertens (@AntjeDiertens): RT @KeesVee: Kamervragen over de #Corona app. Samen met: @geertwilderspvv @kathalijne @FrankFutselaar @attjekuiken @StienekevdGraaf @estherouwehand @GJPvanOtterloo @chris_stoffer @F_azarkan @thierrybaudet @WybrenvanHaga @FemkeMerel (1/2) https://t.co/HbsAwT4WOo";;;;
"Laura Bromet 🦔	10-04-2020 22:40:53	onbekend	Laura Bromet 🦔 (@LauraBromet): Mooi verhaal Matthijs de Haan! Met minder koeien kan je evenveel verdienen, en je houdt bovendien veel tijd over. https://t.co/5DNT5cUjom";;;;
"Mona Keijzer	10-04-2020 22:39:10	CDA	Mona Keijzer (@MonaKeijzer): Dank je wel @youpvanthek #fotovaneenjongenvanzes @npo1 #terugkijktip";;;;
"Alexander van Hattem	10-04-2020 22:32:16	PVV	Alexander van Hattem (@AWJAvanHattem): RT @pvvfaber: Nadat CDA Minister Hoekstra groen licht geeft voor EU pakket van €540 miljard kan óók VVD Minister Wiebes zo maar overstag gaan inzake Europese energie belasting. (wet 35377 brief D) Het gaat maar door...totdat we allemaal in een Mao pak lopen met een bonboekje. https://t.co/GAjmS9wwEi";;;;
"Hugo de Jonge	10-04-2020 22:30:48	CDA	Hugo de Jonge (@hugodejonge): 150.000 bloemen! Geweldige actie van de sierteelt, @alibouali, @anbo_nederland en de @telegraaf #eentegeneenzaamheid https://t.co/8G5beXAdi9";;;;
"Steven van Weyenberg	10-04-2020 22:24:53	D66	Steven van Weyenberg (@svanweyenberg): Goed nieuws voor winkeliers! Door voor de horeca https://t.co/zFjHPxHrLF";;;;
"Lilian Marijnissen	10-04-2020 22:23:06	SP	Lilian Marijnissen (@MarijnissenL): Je hart breekt, wat een verdriet. https://t.co/BdSaBNXxKz";;;;
"Alexander van Hattem	10-04-2020 22:22:05	PVV	Alexander van Hattem (@AWJAvanHattem): RT @geertwilderspvv: Hoekstra door de pomp. 540 miljard euro over de balk gesmeten, knoflooklanden die lak hebben aan alle financiële regels nu toch rijkelijk beloond. Dit is geen overwinning maar financiële capitulatie. Waanzin. #Eurogroup #Nexit #PVV #Wilders https://t.co/TtbxPJuDiY";;;;
"Suzanne Kröger	10-04-2020 22:21:29	GroenLinks	Suzanne Kröger (@suzanne_GL): RT @jesseklaver: De aanpak van de coronacrisis betekent niet dat we de aanpak van de klimaatcrisis kunnen vergeten. Uitstellen CO2-heffing is uitermate onverstandig. https://t.co/lhcRYAJUp4 https://t.co/4PV7kz6dwO";;;;
"Openbaar Ministerie	10-04-2020 22:20:01	onbekend	Openbaar Ministerie (@Het_OM): De afgelopen weken heeft het OM 49 zaken in behandelingen genomen waarbij sprake was van een #coronaspuger of een verdachte die dreigde met besmetting, vaak was dat gericht tegen een politieagent. Collegevoorzitter @GerritvdBurg aan tafel bij @op1npo op @NPO1";;;;
"Edgar Mulder	10-04-2020 22:11:15	PVV	Edgar Mulder (@edgarmulder1): RT @geertwilderspvv: Sluit de grenzen met Duitsland nu meteen voor personenverkeer @MinPres, het kan toch niet dat Nederlanders zich netjes aan de regels houden en zeggen #ikblijfthuis terwijl half Limburg volloopt met eigenwijze Duitsers! #grenzendicht #coronanederland #coronavirus #CoronaCrisis https://t.co/KbUzLz70s9";;;;
"Hugo de Jonge	10-04-2020 21:57:17	CDA	Hugo de Jonge (@hugodejonge): De 25 GGD en kunnen met ruim 40 labs inmiddels zo n 17.500 coronatesten per dag afnemen. Testen is essentieel in de strijd tegen #corona. Werk je in de zorg en heb je last van verkoudheid, hoesten of koorts? Meld je dan aan voor een test bij je werkgever https://t.co/AxSZZHtfJH https://t.co/2jqGl6GVD2";;;;
"Alexander van Hattem	10-04-2020 21:54:55	PVV	Alexander van Hattem (@AWJAvanHattem): RT @geertwilderspvv: Ongelooflijk triest. Hoge sterfte onder ouderen en 25% zorgpersoneel besmet. Ouderen met Corona samen met ouderen zonder Corona op dezelfde afdeling. Gigantisch tekort aan beschermingsmiddelen. Waar blijven de beloofde beschermingsmiddelen @hugodejonge?!? #schandalig https://t.co/gZLlAaKMX9";;;;
"Pieter Omtzigt	10-04-2020 21:53:06	CDA	Pieter Omtzigt (@PieterOmtzigt): Als je van iemand houdt, ga je deze Pasen niet fysiek op bezoek. Dat is moeilijk Mijn boodschap voor @ANBO_Nederland hartonderderiem Zalig Pasen! https://t.co/QTiTeWWd6t";;;;
"Geert Wilders	10-04-2020 21:49:12	PVV	Geert Wilders (@geertwilderspvv): Ongelooflijk triest. Hoge sterfte onder ouderen en 25% zorgpersoneel besmet. Ouderen met Corona samen met ouderen zonder Corona op dezelfde afdeling. Gigantisch tekort aan beschermingsmiddelen. Waar blijven de beloofde beschermingsmiddelen @hugodejonge?!? #schandalig https://t.co/gZLlAaKMX9";;;;
"Wybren van Haga	10-04-2020 21:48:07	Van Haga	Wybren van Haga (@WybrenvanHaga): RT @thierrybaudet: Ons steunplan voor ondernemers: zó stemden VVD en CDA het weg! https://t.co/BnlrlWAhc5 via @YouTube #FVD #COVIDー19";;;;
"Wybren van Haga	10-04-2020 21:45:32	Van Haga	Wybren van Haga (@WybrenvanHaga): RT @Rob_Roos: Omdat de #NOW regeling niet geschikt is voor veel #ondernemers heeft #FVD een regeling uitgewerkt die eenvoudig in gebruik is, betaalbaar is en veel beter de lading dekt. Als aanvulling. Helaas is dit woensdag weggestemd in de #TK. https://t.co/6D2zMF6g5n https://t.co/8hJ3g8OLeB";;;;
"Sadet Karabulut	10-04-2020 21:43:37	SP	Sadet Karabulut (@SadetKarabulut): RT @SPnl: Luistertip! Je hoort @SadetKarabulut vanavond bij @oogopmorgen over hoe de democratie en Tweede Kamer werken tijdens de #coronacrisis. Om 23.00 uur, @NPORadio1. Luister mee! https://t.co/gCWqAW6HqP";;;;
"Sadet Karabulut	10-04-2020 21:34:05	SP	Sadet Karabulut (@SadetKarabulut): En nu sámen tegen die andere vijand? https://t.co/Ubxnu5a6DN";;;;
"Martin Bosma	10-04-2020 21:30:25	PVV	Martin Bosma (@Martinbosma_pvv): RT @Percolator_HNJ: Valt het u ook op? Iedereen heeft het weer gewoon over #Pasen. Dat hele gezeik over #Lentefeest en #Voorjaarsfeest, omdat dat inclusiever” zou zijn, van de afgelopen jaren is in één klap voorbij. ";;;;
"Martin van Rooijen	10-04-2020 21:27:54	50Plus	Martin van Rooijen (@MvRooijen): .⁦@PvdA⁩: jullie stapelen fout op fout. - als jullie regeren steunen jullie eigen strenge minister Dijsselbloem - in de oppositie pakken jullie een standvastige minister Hoekstra hard aan. - niet solidair met de gewone man die grote offers bracht https://t.co/8NYGYKdWoV";;;;
"Geert Wilders	10-04-2020 21:22:30	PVV	Geert Wilders (@geertwilderspvv): RT @geertwilderspvv: Sluit de grenzen met Duitsland nu meteen voor personenverkeer @MinPres, het kan toch niet dat Nederlanders zich netjes aan de regels houden en zeggen #ikblijfthuis terwijl half Limburg volloopt met eigenwijze Duitsers! #grenzendicht #coronanederland #coronavirus #CoronaCrisis https://t.co/KbUzLz70s9";;;;
"Martin Bosma	10-04-2020 21:15:57	PVV	Martin Bosma (@Martinbosma_pvv): RT @margabult: Tjonge jonge, wat ‘n enorme drammer ben je! We hebben inderdaad als NlDers wel andere zaken aan ons hoofd die momenteel veeeeeeel belangrijker zijn! #testen #mondkapjes de grote #eenzaamheidonderbesmettemensen #ouderen #ondernemers #werklozen klopt,ben pissig https://t.co/zYyts7bgkW";;;;
"Fleur Agema	10-04-2020 21:14:30	PVV	Fleur Agema (@FleurAgemaPVV): RT @BerkemeierFrank: Gaan, dus nog niet. Ondertussen lopen zorgmedewerkers zonder beschermende kleding rond. De Nederlandse overheid is onvoorstelbaar laks in tegenstelling tot andere landen die wel om hun zorgmedewerkers geven. #schande ondertussen verwijderde tweet van @MinVWS https://t.co/SSS3JlNAwV";;;;
"Bart van Kent	10-04-2020 21:14:24	SP	Bart van Kent (@bartvankent): RT @MarijnissenL: Ik zie per dag wel vijftig cliënten. Je wil toch niet het risico lopen dat ik al die mensen aansteek? Je weet dat als dat gebeurt, ze reddeloos verloren zijn.” We vragen het uiterste van ze, geef ze beschermingsmiddelen! https://t.co/AGPM8ZXy3a";;;;
"Martin van Rooijen	10-04-2020 21:09:02	50Plus	Martin van Rooijen (@MvRooijen): RT @AlexWFriedrich1: Neem even de tijd om dit artikel te lezen. Als het virus zorgmedewerkers besmet kunnen zorginstellingen tot ‘turbines van de epidemie worden en raken kwetsbare mensen geïnfecteerd. Focus naast de ziekenhuizen op verpleeg- en verzorgingshuizen! En test! https://t.co/TiQ4yiD7Aa";;;;
"Rene Peters	10-04-2020 21:08:48	onbekend	Rene Peters (@RenePetersOss): RT @RenePetersOss: In gesprek met @Levivandam, orthopedagoog, onderzoeker en vernieuwer van de #jeugdzorg. Maar bovenal oprichter van JIM (jouw ingebrachte mentor). Te beluisteren via #spotify https://t.co/byAjG36kUP of Apple podcasts https://t.co/eYLR52OlhF #jeugdzorg";;;;
"Rene Peters	10-04-2020 21:08:39	onbekend	Rene Peters (@RenePetersOss): RT @_Buitenhuis: Fijne podcast weer van @RenePetersOss over de toekomst van de #jeugdzorg! Goed als jeugdhulpverleners zien en waarderen welke cruciale rol vertrouwde mensen in het netwerk van jongeren spelen. Met een mooie, prikkelende vraag van @Levivandam als uitsmijter... https://t.co/UorYfz8qdq";;;;
"Wybren van Haga	10-04-2020 21:08:16	Van Haga	Wybren van Haga (@WybrenvanHaga): Buitengewoon trots op Hanne van Haga!!! – Skyscraper @thevoicekids https://t.co/hTYTtDwlad";;;;
"Thierry Baudet	10-04-2020 21:04:46	FvD	Thierry Baudet (@thierrybaudet): RT @fvdemocratie: Er komt een biomassacentrale in Diemen. Ondanks tegenstand van de gemeenteraad verleende Noord-Holland een vergunning aan Vattenfall. Maar biomassa is niet 'groen' - het verwoest overal bossen. We moeten ermee stoppen! #FVD stelde Kamervragen ⤵️ https://t.co/azRJNBCyvx";;;;
"Kees Verhoeven	10-04-2020 21:00:47	D66	Kees Verhoeven (@KeesVee): Goed dat er deal is tussen vastgoedsector en winkeliers over huur. Dit geeft ondernemers wat lucht: ▶️ Samen de pijn delen ▶️ 3 maanden opschorten bij omzetverlies > 25% ▶️ Kwijtschelding mogelijk na 3 maanden ▶️ Steun ministerie EZK en banken https://t.co/dhHhuKWgm9";;;;
"Wybren van Haga	10-04-2020 20:58:37	Van Haga	Wybren van Haga (@WybrenvanHaga): RT @EWdeVlieger: Wij verwachten iets van onze overheid wat er niet in zit. Bijvoorbeeld slimme en snelle inkoop. Maar we vergeten dat echte inkopers in het bedrijfsleven zitten";;;;
"Martin van Rooijen	10-04-2020 20:56:19	50Plus	Martin van Rooijen (@MvRooijen): .⁦@RobJetten⁩: ik je wel boekhoudles geven. Hij moet nog veel leren. Krijgt hij ook les over: - loyaliteit met ⁦Hoekstra die gewoon zijn werk doet - solidariteit met onze burgers die grote offers brachten om ons huishoudboekje op orde te brengen https://t.co/WWqdmx8PhB";;;;
"Ank Bijleveld	10-04-2020 20:54:25	CDA	Ank Bijleveld (@MinBijleveld): RT @tubantia: Extra grenscontroles in Twente: ‘We kunnen grensverkeer ontmoedigen, maar niet beboeten https://t.co/IoDVEsfVMZ";;;;
"Tom van der Lee	10-04-2020 20:48:46	GroenLinks	Tom van der Lee (@TomvanderLee): https://t.co/2dVgqngkS7";;;;
"Peter Kwint	10-04-2020 20:40:24	SP	Peter Kwint (@peterkwint): Terechte overwinning. Had duidelijk meer balbezit. #FM2020 https://t.co/4gArGTu4nS";;;;
"Mustafa Amhaouch	10-04-2020 20:38:51	CDA	Mustafa Amhaouch (@MustafaAmhaouch): Mooie en belangrijke samenwerking van de Nederlandse maakindustrie @DSMNederland @AupingNL @AFPROFilters #mondkapjes #corona https://t.co/2MsJgPEQWv";;;;
"Ministerie van Justitie en Veiligheid	10-04-2020 20:29:04	onbekend	Ministerie van Justitie en Veiligheid (@ministerieJenV): RT @ferdgrapperhaus: #alleensamen #coronabestrijden #GemeinsamCoronabekämpfen: Wir sind gute Nachbarn, aber wir sollten uns jetzt nicht besuchen! Liebe Deutsche Freunde: Bleiben Sie zuhause! https://t.co/XJ6kwXJvkU";;;;
"Sadet Karabulut	10-04-2020 20:22:48	SP	Sadet Karabulut (@SadetKarabulut): RT @MarcChavannes: Nederland leest anderen de les over deugdzaamheid maar gedraagt zich als sprinkhaankapitalist - De Correspondent https://t.co/oykLYJl6q0";;;;
"Henk van Gerven	10-04-2020 20:20:40	SP	Henk van Gerven (@HenkvGerven): De stille ramp in verpleeghuizen wordt steeds manifester. Hulpverleners spelen grote rol in verspreiden #coronavirus door gebrek aan beschermende middelen en onvoldoende testen. https://t.co/nPbLwJ7Knt";;;;
"Fleur Agema	10-04-2020 20:15:02	PVV	Fleur Agema (@FleurAgemaPVV): RT @Sywert: Waar verhaal: we geven grote thuiszorgorganisatie beschermende mondkapjes van niveau (je kan er duizenden werknemers wekenlang mee beschermen). Belletje van inspectie: of ze daarmee willen stoppen qua inkopen en spullen van lagere kwaliteit willen gebruiken. Hoe dan?! https://t.co/ohtpcW5zVy";;;;
"Edgar Mulder	10-04-2020 20:12:00	PVV	Edgar Mulder (@edgarmulder1): RT @pvvfaber: Nadat CDA Minister Hoekstra groen licht geeft voor EU pakket van €540 miljard kan óók VVD Minister Wiebes zo maar overstag gaan inzake Europese energie belasting. (wet 35377 brief D) Het gaat maar door...totdat we allemaal in een Mao pak lopen met een bonboekje. https://t.co/GAjmS9wwEi";;;;
"Renske Leijten	10-04-2020 20:00:10	SP	Renske Leijten (@RenskeLeijten): RT @MaartenHijink: Het is behoorlijk frustrerend. In het coronadebat van 5 maart vroegen we al naar de productie van beschermingsmiddelen in eigen land. Straks zijn we bijna twee maanden verder voordat het een beetje op gang komt. Verloren tijd, zo zonde. https://t.co/bzcUO3iamk";;;;
"Pieter Omtzigt	10-04-2020 19:47:27	CDA	Pieter Omtzigt (@PieterOmtzigt): RT @Sywert: Waar verhaal: we geven grote thuiszorgorganisatie beschermende mondkapjes van niveau (je kan er duizenden werknemers wekenlang mee beschermen). Belletje van inspectie: of ze daarmee willen stoppen qua inkopen en spullen van lagere kwaliteit willen gebruiken. Hoe dan?! https://t.co/ohtpcW5zVy";;;;
"Laura Bromet 🦔	10-04-2020 19:46:03	onbekend	Laura Bromet 🦔 (@LauraBromet): https://t.co/t9v5yr7pbL";;;;
"Frank Futselaar	10-04-2020 19:45:00	SP	Frank Futselaar (@FrankFutselaar): https://t.co/wicKmKqx6t Er zijn mensen die zich zorgen maken over 5G en gezondheid. Naar mijn mening ten onrechte, maar politiek hoort dat soort angsten serieus te nemen. Als je echter zendmasten in crisistijd gaat slopen vanwege YouTube-filmpjes op Facebook ben je knettergek.";;;;
"Hugo de Jonge	10-04-2020 19:38:49	CDA	Hugo de Jonge (@hugodejonge): RT @MinVWS: In Nederland gaan @AupingNL en @AFPROFilters tot 1.000.000 hoogwaardige (FFP2) mondkapjes per week voor de zorg produceren. @DSMNederland zorgt voor de coördinatie. Positief nieuws, want die kunnen onze medewerkers in de zorg goed gebruiken. #coronavirus https://t.co/hrU5fj8ULi https://t.co/8Kp74MaiS6";;;;
"Nevin Ozutok	10-04-2020 19:32:20	onbekend	Nevin Ozutok (@NevinOzutok): RT @RutgerGW: We zijn hard aan het werk om het Corendonhotel Slotervaart in te kunnen zetten als noodhospitaal voor coronapatiënten. https://t.co/7aIMJrh7OF";;;;
"Ferd Grapperhaus	10-04-2020 19:31:49	CDA	Ferd Grapperhaus (@ferdgrapperhaus): #alleensamen #coronabestrijden #GemeinsamCoronabekämpfen: Wir sind gute Nachbarn, aber wir sollten uns jetzt nicht besuchen! Liebe Deutsche Freunde: Bleiben Sie zuhause! https://t.co/XJ6kwXJvkU";;;;
"Stientje v Veldhoven	10-04-2020 19:31:29	D66	Stientje v Veldhoven (@SvVeldhoven): RT @SUEZ_NL: Stientje van Veldhoven (@SvVeldhoven) zei het al: ‘Jullie doen belangrijk werk dat ook in deze bijzondere tijd doorgaat. En zo is het. Of het nu vanuit huis is, op onze locaties of op de wagen. #wezijnervoorje https://t.co/28Q4T1f7ZV";;;;
"Martin Bosma	10-04-2020 19:28:51	PVV	Martin Bosma (@Martinbosma_pvv): RT @OranjeSwaeltjie: Harare, Zimbabwe. Things look so much better since the whites had left. Foreign debt over 13 BN, no food, no jobs, crops failing due to draughts, standard of living is half of that in 1980. African self-determinism showing they can ruin things way better than whites could. https://t.co/ddNFAYM1Hi";;;;
"Paul Blokhuis	10-04-2020 19:21:58	ChristenUnie	Paul Blokhuis (@PaulBlokhuis): Pasen vieren dit jaar anders dan we gewend zijn. Ook voor deze dagen geldt: blijf zoveel mogelijk thuis. Alleen samen krijgen we corona onder controle. #alleensamen https://t.co/LxCId1AO16";;;;
"Lilian Marijnissen	10-04-2020 19:10:52	SP	Lilian Marijnissen (@MarijnissenL): Geen bescherming? Geen zorg bij corona. Na weken van onveilig werken zonder goede bescherming, ligt er nu een advies van de artsenfederatie. Onze zorgverleners zijn zo hard nodig! Zorg voor voldoende beschermingsmateriaal. https://t.co/ic5ULyxX1X";;;;
"Ministerie IenW	10-04-2020 19:05:33	onbekend	Ministerie IenW (@MinIenW): Dit wordt een #Pasen om nooit te vergeten: in en om het huis. Alleen samen krijgen we corona onder controle. Fijne Pasen!  #AllleenSamen #HouVol https://t.co/SJBmUks5L4";;;;
"Martin van Rooijen	10-04-2020 19:05:30	50Plus	Martin van Rooijen (@MvRooijen): .⁦@50pluspartij⁩: kijk naar stemverklaring 50PLUS fractie over Noodwetten. Ik heb oproep gedaan: SAMEN tegen MISBRUIK: misbruik wordt gestraft. ⁦@Belastingdienst⁩ en ⁦@UWVnl⁩ treden hard op voor behoud draagvlak. ⁦@EersteKamer⁩ https://t.co/jmPX10HBCq";;;;
"Hugo de Jonge	10-04-2020 18:59:17	CDA	Hugo de Jonge (@hugodejonge): In @ErasmusMC sprak ik met verpleegkundigen van de IC van Diederik Gommers over hard werken en saamhorigheid, hoorde ik van @BJARijnders over de behandeling van #corona met plasma met antistoffen en bezocht ik met @ErnstKuipers het landelijk centrum patiëntenspreiding. https://t.co/ICzYZWJfn3";;;;
"Corrie van Brenk	10-04-2020 18:52:58	50Plus	Corrie van Brenk (@CvanBrenk): Een vertrouwenwekkende persoonlijkheid Wim Kuiken, alleen blijven we tot juli doorstorten? Voormalig Deltacommissaris Wim Kuijken onderzoekt besluitvormingsproces granulietstorting https://t.co/9XQyanVlcM via @Waterforum";;;;
"Linda Voortman	10-04-2020 18:52:20	GroenLinks	Linda Voortman (@lindavoortman): Beste manier om je telefoon af en toe weg te leggen? Moeder worden. Ga nou eens tv kijken mama!” My little pony staat op. https://t.co/IRszQwPS0z";;;;
"Martin van Rooijen	10-04-2020 18:46:24	50Plus	Martin van Rooijen (@MvRooijen): Onbegrijpelijk dat Italië noodhulp zonder voorwaarden voor gezondheidszorg weigert. Conte levert bewijs dat er een verborgen agenda is: we gebruiken het MOMENT om gemeenschappelijke schuldfinanciering binnen te halen, voorlopig tijdelijk. Dat bestaat niet! https://t.co/1zExag1bB7";;;;
"Esther Ouwehand	10-04-2020 18:39:11	PvdD	Esther Ouwehand (@estherouwehand): RT @roosvonk: Met dank aan Carola Schouten die coûte que coûte wilde blijven doorfokken. @estherouwehand waarschuwde dat dit ging gebeuren, ""handel moet doorgaan"" antwoordde Schouten. Ziehier het resultaat. https://t.co/AXqtYjdpsQ https://t.co/OAeinIJaNQ";;;;
"Martin van Rooijen	10-04-2020 18:37:54	50Plus	Martin van Rooijen (@MvRooijen): RT @EenVandaag: Gisteravond werd er in de Eurogroep na nachtenlang vergaderen een akkoord gesloten over een steunpakket voor de coronacrisis. ""Naast solidariteit laten zien, moet je ook doen wat verstandig is voor de economie op de korte en lange termijn"", zegt Wopke Hoekstra (@WBHoekstra). https://t.co/63kixpOCcd";;;;
